name,place_id,types,rating,price_level,user_ratings_total,vicinity,geometry_location_lat,geometry_location_lng,Monday F,Tuesday F,Wednesday F,Thursday F,Friday F,Saturday F,Sunday F,Total F,Conclusion
Lone Star Texas Grill,ChIJg4CGZbEHzkwR8IA-3_AEtG4,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.1,2.0,1764.0,"780 Baseline Road, Ottawa",45.3707306,-75.71668509999998,8.0,8.0,8.0,9.0,9.0,9.0,8.0,59.0,Open
Gabriel Pizza,ChIJWS7_FGEGzkwRfzjUqfBZfgM,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.2,2.0,110.0,"780 Baseline Road, Ottawa",45.3706535,-75.7174734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closed
Thai Coconut,ChIJdwTa6msGzkwREHl62_Y6q_Y,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.5,2.0,262.0,"1390 Prince of Wales Drive, Ottawa",45.36927559999999,-75.70328479999998,7.5,7.5,7.5,7.5,7.5,5.0,3.75,46.25,Open
Circle K,ChIJWS7_FGEGzkwRlo1Njgf1jmI,"['convenience_store', 'atm', 'meal_takeaway', 'finance', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",3.4,1.0,8.0,"780 Baseline Road, Ottawa",45.3705373,-75.71662189999998,24.0,24.0,24.0,24.0,24.0,24.0,24.0,168.0,Open
Bakers,ChIJa_mOEHYGzkwR68vGwdu-RXA,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.2,,21.0,"University Centre, 1125 Colonel By Drive F4, Ottawa",45.3834526,-75.69778829999998,7.0,7.0,7.0,7.0,7.0,0.0,0.0,35.0,Open
Loeb Cafe,ChIJzREalnYGzkwRKAGhbnjcREA,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.2,,91.0,"Loeb Building, 1125 Colonel By Drive 1st Floor, Ottawa",45.3808295,-75.6990051,10.5,10.5,10.5,10.5,7.5,0.0,0.0,49.5,Open
Bento Sushi,ChIJa99xGA0FzkwRB1g9Dlxwduo,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.0,2.0,1.0,"Food Court, 2nd Floor University Centre, 1125 Colonel By Drive, Ottawa",45.3834199,-75.69767999999998,7.5,7.5,7.5,7.5,6.5,0.0,0.0,36.5,Open
Hog's Back Restaurant,ChIJUe8UobUHzkwRkWqskSJah3U,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.5,,60.0,"888 Dynes Road, Ottawa",45.3699956,-75.7046038,12.0,12.0,12.0,12.0,12.5,12.5,8.0,81.0,Open
the caf,ChIJWzMAK3YGzkwRhhaOfluvwZ0,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.7,2.0,274.0,"Commons Building, 1125 Colonel By Drive 3rd floor, Ottawa",45.3871236,-75.69735829999998,14.5,14.5,14.5,14.5,14.5,14.5,14.5,101.5,Open
Oasis,ChIJa_mOEHYGzkwRx2w_RtliOU8,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.7,,43.0,"1125 Colonel By Dr, 1st floor Commons Building, Ottawa",45.3871343,-75.697245,7.0,7.0,7.0,7.0,7.0,7.0,7.0,49.0,Open
Wild Wing,ChIJMTp1MIUIzkwRmd1mX_I39cY,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.9,2.0,615.0,"1430 Prince of Wales Drive, Ottawa",45.3687784,-75.70269920000001,11.5,11.5,11.5,11.5,11.5,11.5,11.5,80.5,Open
T & J Style Kitchen,ChIJRfRhbt8FzkwRy4iTjATgJJw,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.1,,15.0,Ottawa,45.3844611,-75.693782,10.5,10.5,10.5,10.5,10.5,6.0,0.0,58.5,Open
Planet Pizza,ChIJNT7dhZoGzkwRjGI-SDfvjM0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",3.0,,2.0,"1009 Merivale Road, Ottawa",45.379748600000006,-75.73283339999998,13.0,13.0,13.0,13.0,13.0,13.0,9.0,87.0,Open
Mac's,ChIJqR3heZAGzkwRy5PDpr4c75I,"['convenience_store', 'atm', 'meal_takeaway', 'finance', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",3.5,1.0,6.0,"1025 Merivale Road, Ottawa",45.3789951,-75.73290440000002,24.0,24.0,24.0,24.0,24.0,24.0,24.0,168.0,Open
House of Greek,ChIJQ_BCFgAGzkwRnUoPqBceO8Q,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.2,1.0,217.0,"1200 Prince of Wales Drive, Ottawa",45.3745901,-75.7087559,13.0,13.0,13.0,13.0,14.0,14.0,10.0,90.0,Open
Asia Garden,ChIJbWWJSGkGzkwRBPFyfwudOoI,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.0,,219.0,"886 Dynes Road, Ottawa",45.3700042,-75.70450140000001,0.0,8.0,8.0,8.0,8.0,8.0,8.0,48.0,Open
Subway,ChIJa_mOEHYGzkwRZZwR430B7Q4,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2.4,1.0,18.0,"University Centre Food Court, 1125 Colonel By Drive, Ottawa",45.38342000000001,-75.69753,20.0,9.0,9.0,9.0,9.0,5.5,0.5,62.0,Open
Andy Can Cafeteria,ChIJv-iNp3oGzkwRluT61CSizCo,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.3,,3.0,"1111 Prince of Wales Drive, Ottawa",45.37609399999999,-75.7063849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closed
Order Afghan Kabob,ChIJraoab2UGzkwRobcJ1AW0x3M,"['restaurant', 'meal_delivery', 'food', 'point_of_interest', 'establishment']",1.0,,4.0,"1200 Prince of Wales Drive, Ottawa",45.3743797,-75.7085113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closed
Tunnel Junction,ChIJb3089XYGzkwRvbSTa_dcVPk,"['meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",4.6,1.0,11.0,"Tunnels Near MacOdrum Library, Carleton University, 1125 Colonel By Drive, Ottawa",45.3818456,-75.6989748,10.5,10.5,10.5,10.5,7.5,0.0,0.0,49.5,Open
The Greens,ChIJ_9l0dnIFzkwRQI-B-hIs9mk,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.3,,3.0,"University Centre, Food Court, 1125 Colonel By Drive, Ottawa",45.38329359999999,-75.69797390000002,7.5,7.5,7.5,7.5,6.5,0.0,0.0,36.5,Open
Tim Hortons,ChIJ6eDYFXYGzkwRMNL18_KievM,"['restaurant', 'cafe', 'food', 'point_of_interest', 'establishment']",3.3,1.0,29.0,"Jock-Turcot University Centre, 1125 Colonel By Drive 1st floor, Ottawa",45.3835109,-75.6980778,13.0,13.0,13.0,13.0,13.0,7.5,7.5,80.0,Open
The Kitchen Exchange,ChIJO3bPFnYGzkwRxA93USIUBP8,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,,1.0,"University Centre, Food Court, 1125 Colonel By Drive 2nd Floor, Ottawa",45.38326530000001,-75.69775,6.5,6.5,6.5,6.5,5.5,0.0,0.0,31.5,Open
Bento Sushi,ChIJU3ypWjAFzkwR0uotbdtDk5I,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",,2.0,,"1125 Colonel By Drive, Ottawa",45.383404,-75.6978316,7.5,7.5,7.5,7.5,6.5,0.0,0.0,36.5,Open
Colonel By Chicken,ChIJO3bPFnYGzkwR8lcpYk5XZQ8,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,,"1125 Colonel By Drive, Ottawa",45.383417,-75.69778609999999,7.5,7.5,7.5,7.5,6.5,0.0,0.0,36.5,Open
La Cocina,ChIJO3bPFnYGzkwR8PCRMlmud5g,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.7,,3.0,"1125 Colonel By Drive, Ottawa",45.383417,-75.69778609999999,7.5,7.5,7.5,7.5,6.5,0.0,0.0,36.5,Open
Burger 101,ChIJO3bPFnYGzkwRjp-BQu-b_iQ,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0,,2.0,"1125 Colonel By Drive, Ottawa",45.383417,-75.69778609999999,8.0,8.0,8.0,8.0,6.5,0.0,0.0,38.5,Open
The Local Ottawa,ChIJA4GVEDIFzkwRcySHp9wdo0M,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,,"Jock-Turcot University Centre, Food Court, 1125 Colonel By Drive, Ottawa",45.3833954,-75.69772069999998,8.0,8.0,8.0,8.0,6.5,0.0,0.0,38.5,Open
The Market,ChIJmRMa9awFzkwRA2JLOdeQ6_M,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0,,1.0,"University Centre Food Court, 1125 Colonel By Drive, Ottawa",45.3832919,-75.6976426,6.0,6.0,6.0,6.0,4.0,0.0,0.0,28.0,Open
Pizza Pizza,ChIJa_mOEHYGzkwRVBz9sl2lPQ4,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.8,1.0,24.0,"University Centre, Food Court, 2nd Floor, 1125 Colonel By Drive, Ottawa",45.38332259999999,-75.69764079999999,9.5,9.5,9.5,9.5,9.5,5.5,5.5,58.5,Open
Basil Box,ChIJDRvLIlIFzkwR44SeGaB4D40,"['restaurant', 'food', 'point_of_interest', 'establishment']",5.0,,3.0,"University Centre, Food Court, 1125 Colonel By Drive, Ottawa",45.3832701,-75.69752849999998,7.5,7.5,7.5,7.5,7.5,0.0,0.0,37.5,Open
Prime Burger Bar,ChIJH3RLPWEGzkwRvgVJJiBlOq8,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.0,2.0,388.0,"780 Baseline Road, Ottawa",45.37066899999999,-75.71656209999998,13.0,13.0,13.0,13.0,14.0,15.0,14.0,95.0,Open
Subway,ChIJWS7_FGEGzkwRFHrLe3OQrYU,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.0,1.0,74.0,"12-780 Baseline Road, Ottawa",45.37064109999999,-75.71716490000001,12.0,12.0,12.0,12.0,12.0,12.0,11.5,83.5,Open
LONE STAR TEXAS GRILL,ChIJ__-_PGEGzkwRpsOpAUgtZRc,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,,"780 Baseline Road, Ottawa",45.37058070000001,-75.71720979999998,9.0,9.0,9.0,9.0,9.5,9.5,9.0,64.0,Open
Cypress Garden,ChIJuT1zgy0EzkwRuGg_1c05oU4,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.8,2.0,125.0,"937 Carling Avenue, Ottawa",45.395551,-75.7133608,0.0,9.0,9.0,9.0,9.0,9.0,9.0,54.0,Open
Nasser Bakery,ChIJB58gIMgHzkwRobBV5x3_O1o,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.3,,95.0,"885 Meadowlands Drive East, Ottawa",45.36827050000001,-75.70230839999998,13.0,13.0,13.0,13.0,13.0,13.0,13.0,91.0,Open
Meal Prep Ottawa,ChIJ5Rg7M_UHzkwRDoCoes4JzVE,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.9,,22.0,"1224 Shillington Avenue, Ottawa",45.3806314,-75.7283501,8.0,8.0,8.0,0.0,0.0,0.0,0.0,24.0,Open
La Cabaña,ChIJxdAzR5wGzkwRv8xUyKJ9xks,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.4,1.0,467.0,"848 Merivale Road, Ottawa",45.3854311,-75.73257120000002,9.0,0.0,9.0,9.0,9.0,9.0,9.0,54.0,Open
FanuChi Cafe,ChIJx1hihTEFzkwRRXzoUfCWkDw,"['restaurant', 'food', 'point_of_interest', 'establishment']",5.0,,1.0,"1081 Carling Avenue, Ottawa",45.3909984,-75.7235046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closed
House Of Lasagna,ChIJvwMsX5oGzkwR6NpjzGRb5jI,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.3,,162.0,"984 Merivale Road, Ottawa",45.38059610000001,-75.73349520000002,10.0,10.0,10.0,10.0,11.5,7.5,6.5,65.5,Open
Bowman's Bar & Grill,ChIJSYX1hicEzkwRzjL5xqfxpdk,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.6,2.0,518.0,"1170 Carling Avenue, Ottawa",45.3878678,-75.7292559,10.5,10.5,10.5,10.5,11.5,7.0,6.0,66.5,Open
1 For 1 Pizza,ChIJsWLLi5oGzkwRzDf1WNR-KOQ,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",3.6,1.0,80.0,"1012 Merivale Road, Ottawa",45.379559,-75.7335396,14.0,15.0,13.0,14.0,15.0,15.0,12.0,98.0,Open
Villa Pizzeria N The Greek Place,ChIJORU8DfoGzkwReU2ArPkaFZk,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",3.6,1.0,53.0,"1009 Merivale Road, Ottawa",45.37973770000001,-75.73288070000002,13.0,13.0,13.0,13.0,14.0,14.0,8.0,88.0,Open
Milano Pizzeria,ChIJcfDYN5AGzkwRX4KHhCNfyVU,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",3.5,,205.0,"1078 Merivale Road, Ottawa",45.37747890000001,-75.733649,15.0,15.0,15.0,15.0,16.0,16.0,15.0,107.0,Open
Cheese Lovers Pizza,ChIJvUjjhZoGzkwR7bsAVC6cE0I,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.0,,1.0,"1009 Merivale Road, Ottawa",45.379748600000006,-75.73283339999998,13.0,13.0,13.0,13.0,13.0,13.0,12.0,90.0,Open
Carlington Coffee House,ChIJF1UV3QMHzkwRadW3D-IM9g4,"['restaurant', 'food', 'point_of_interest', 'establishment']",5.0,,7.0,"917 Merivale Road, Ottawa",45.3828549,-75.7325736,0.0,8.5,8.5,8.5,8.5,8.0,8.0,50.0,Open
Sherwood Supermarket,ChIJBVpKdzIEzkwRUXli2P1YSO0,"['supermarket', 'grocery_or_supermarket', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",4.7,1.0,431.0,"111 Sherwood Drive, Ottawa",45.3960716,-75.7134502,15.0,15.0,15.0,15.0,15.0,14.0,12.0,101.0,Open
Sunmax Pizza,ChIJs6YgFVsGzkwRzL-BBlDEO5g,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.8,1.0,40.0,"1119 Meadowlands Drive East, Nepean",45.362843100000006,-75.7122105,9.5,9.5,9.5,9.5,9.5,9.5,0.0,57.0,Open
MmmChef,ChIJI72gJ5EHzkwRS3LFDHT0J-c,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.8,,18.0,"1310 Woodward Avenue, Ottawa",45.3807128,-75.73359040000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closed
MR. MIC,ChIJfyGH8ocHzkwRELSxPH1ZRc0,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.4,,38.0,"956 Merivale Road, Ottawa",45.381564,-75.7335178,7.5,7.5,0.0,7.5,7.5,7.5,7.5,45.0,Open
Xiang Zi,ChIJ16QZaEMGzkwRsw_5k0EHYAo,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.8,2.0,252.0,"1121 Meadowlands Drive East, Nepean",45.362669,-75.711928,10.0,0.0,10.0,10.5,10.5,10.5,10.0,61.5,Open
Pranzo Italian Deli,ChIJEeW28gcHzkwRXrYHxUDC6_A,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.8,,41.0,"1121 Meadowlands Drive East, Nepean",45.3626474,-75.7119745,5.5,5.5,5.5,5.5,5.5,5.0,0.0,32.5,Open
Cafe 1274,ChIJIQ08K5wGzkwRuW-6Jf4J_lw,"['restaurant', 'cafe', 'bar', 'food', 'point_of_interest', 'store', 'establishment']",4.3,,47.0,"1274 Carling Avenue, Ottawa",45.3856013,-75.73281060000002,16.5,16.5,16.5,16.5,15.5,12.0,11.0,104.5,Open
Broadway Bar & Grill,ChIJRZexzDcGzkwRjmAfbT0BlBk,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.2,2.0,812.0,"1896 Prince of Wales Drive, Nepean",45.3535976,-75.70526029999998,10.0,10.0,10.0,10.0,10.0,10.0,10.0,70.0,Open
Greeko’s Souvlaki & Pizza,ChIJXXOBIYUGzkwRNqH73Lc71t4,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.3,1.0,115.0,"1234 Merivale Road, Ottawa",45.37052509999999,-75.7332052,5.0,5.0,5.0,5.0,5.0,5.0,5.0,35.0,Open
La Grand Pita,ChIJVyaAlJ4GzkwRHWjKvYGDnII,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.3,,37.0,"1309 Carling Av, Ottawa",45.38708929999999,-75.73557120000002,8.5,8.5,8.5,9.5,8.5,7.5,0.0,51.0,Open
Rasco Food Services,ChIJIXKhjpcGzkwRyayo1UaLTDg,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.2,,26.0,"1400 Merivale Road, Ottawa",45.36570989999999,-75.7319091,8.0,8.0,8.0,8.0,8.0,0.0,0.0,40.0,Open
Misto Fine Food Emporium,ChIJa8GkqpgGzkwRPSmJ2jMZrgw,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']",4.8,,59.0,"1387 Carling Avenue, Ottawa",45.3863565,-75.73953890000001,9.0,9.0,9.0,9.0,10.0,9.0,7.0,62.0,Open
Rockin Johnny's Diner,ChIJ8_LBgJ4GzkwRh9WMcwu6e64,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.0,1.0,372.0,"1309 Carling Avenue, Ottawa",45.38681400000001,-75.735222,14.0,14.0,14.0,14.0,14.0,14.0,12.0,96.0,Open
Pension Excellence Sector Social Club,ChIJQRZvTvAHzkwRFfafdp-oFvc,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.3,,7.0,"1451 Coldrey Avenue, Ottawa",45.3797922,-75.7412542,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Closed
Kim's Chip Wagon,ChIJe20yOpYGzkwRjSBZpIh1j40,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.8,1.0,53.0,"1532 Laperriere Avenue, Ottawa",45.3772951,-75.74339839999998,7.0,7.0,7.0,7.0,7.0,7.0,0.0,42.0,Open
Thai Go,ChIJd03PW54GzkwRptTs-zl8ZpE,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.1,,16.0,"1309 Carling Avenue, Ottawa",45.38705590000001,-75.73563840000001,8.5,8.5,8.5,9.5,9.5,7.5,0.0,52.0,Open
Domino's Pizza,ChIJO5R5R58GzkwRhitGz4QC7PQ,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",3.7,1.0,144.0,"1393 Carling Avenue, Ottawa",45.3862694,-75.7401514,12.0,12.0,12.0,12.0,13.0,13.0,12.0,86.0,Open
East Side Mario's & D'arcy McGee's,ChIJNdgbV58GzkwRuazbX7k2B8I,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.0,2.0,136.0,"675 Kirkwood Avenue, Ottawa",45.3852921,-75.7402075,8.0,8.0,8.0,8.0,8.0,8.0,8.0,56.0,Open
East Side Mario's & Darcy's Combo Ottawa,ChIJKaJH7jYHzkwRD2UkKZmOmNI,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.7,2.0,359.0,"675 Kirkwood Avenue, Ottawa",45.3852921,-75.7402075,8.0,8.0,8.0,8.0,8.0,8.0,8.0,56.0,Open
Miss Molly's Breakfast,ChIJ95IZF5UHzkwRyRnsNpwftBU,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,,"1577 Laperriere Avenue, Ottawa",45.3767571,-75.745746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closed
Subway,ChIJa8GkqpgGzkwRftJG4h2UeYs,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.1,1.0,196.0,"1423 Carling Avenue Unit 1423, Ottawa",45.3860803,-75.74073969999998,11.0,11.0,11.0,11.0,11.0,11.0,9.0,75.0,Open
Boston Pizza,ChIJyw65m7wGzkwRw4B2bX8HkXA,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.0,2.0,685.0,"1640 Carling Avenue, Ottawa",45.3795238,-75.74837209999998,13.0,13.0,13.0,14.0,14.0,14.0,13.0,94.0,Open
Aahar The Taste Of India,ChIJV_sJNKMGzkwRSQgIuHz9g20,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.2,2.0,388.0,"727 Churchill Avenue North, Ottawa",45.38122539999999,-75.7468566,6.5,7.0,7.0,7.0,7.0,5.0,5.0,44.5,Open
Gabriel Pizza,ChIJcfTGnLwGzkwRAmiL1XKmveU,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",3.9,2.0,61.0,"1679 Carling Avenue, Ottawa",45.3797751,-75.75020970000001,12.0,12.0,13.0,13.0,14.0,14.0,12.0,90.0,Open
Shish Kabab House,ChIJiYOBm7wGzkwRCQZKqbZWSjw,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.3,,92.0,"1675 Carling Avenue, Ottawa",45.37968970000001,-75.750416,11.5,11.5,11.5,11.5,11.5,10.0,10.0,77.5,Open
Silver Spoon Thai Cuisine,ChIJEQobLboGzkwRvKxck8iZnL4,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.3,,172.0,"1775 Carling Avenue, Ottawa",45.3776167,-75.75414719999998,4.0,4.0,4.0,4.0,4.0,4.0,3.0,27.0,Open
Pita Bell Kabab,ChIJ01I86rkGzkwRNGDIaEFXlDM,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.5,1.0,1008.0,"1696 Carling Avenue, Ottawa",45.37864500000001,-75.75060599999998,6.5,6.5,0.0,6.5,6.5,6.5,6.5,39.0,Open
Full House Asian Cuisine 客满餐馆,ChIJR80YzrsGzkwR4X8v5NH7e_U,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.9,2.0,223.0,"1766 Carling Avenue, Ottawa",45.377356,-75.753393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closed
The Original Georgie's Pizza & Subs,ChIJyddMmLwGzkwRy5xBHamK6Ag,"['meal_delivery', 'grocery_or_supermarket', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",4.5,2.0,170.0,"1661 Carling Avenue, Ottawa",45.379829,-75.749078,14.0,14.0,14.0,14.0,14.0,14.0,10.0,94.0,Open
Pizza Pizza,ChIJxz-bK7oGzkwRUTvydgzqWvE,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",3.5,1.0,273.0,"1779 Carling Avenue, Ottawa",45.3775059,-75.7544863,13.0,13.0,13.0,13.0,14.0,14.0,13.0,93.0,Open
Mr.Sub,ChIJMQVSnbwGzkwRPouq8O4fE2k,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.8,1.0,47.0,"1679 Carling Avenue, Ottawa",45.3797627,-75.7502537,6.0,6.0,6.0,6.0,6.0,6.0,0.0,36.0,Open
Presse Cafe,ChIJF9ET4qIGzkwRsF8LxXI_K3E,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",3.4,2.0,5.0,"1545 Carling Avenue, Ottawa",45.38229799999999,-75.7450814,9.0,9.0,9.0,9.0,9.0,0.0,0.0,45.0,Open
Al's Diner,ChIJv-8SbLwGzkwRNpXRYaIFEDw,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.3,1.0,786.0,"834 Clyde Avenue, Ottawa",45.37790560000001,-75.7496556,8.0,8.0,8.0,8.0,8.0,8.0,8.0,56.0,Open
S&G Fries and Burgers,ChIJDUYrjbkGzkwRPYYY35FiwDo,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.3,1.0,207.0,"1845 Carling Avenue, Ottawa",45.37681690000001,-75.7559995,6.0,6.0,6.0,6.0,6.0,6.0,0.0,36.0,Open
Reynolds Restaurant,ChIJh2vMKLwGzkwR7jbSJw6zHjk,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.3,1.0,266.0,"874 Clyde Avenue North, Ottawa",45.37658899999999,-75.7488813,15.0,15.0,15.0,15.0,15.0,8.0,7.0,90.0,Open
Sapporo Sushi Ottawa,ChIJs4W7nrwGzkwRSEWJ1cVoTmg,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.6,2.0,434.0,"1671 Carling Avenue, Ottawa",45.3797388,-75.7493875,8.0,8.0,8.0,8.0,8.0,8.0,8.0,56.0,Open
Markie’s Montreal Smoked Meat,ChIJtcqqoY8HzkwRMNkYwWAJcTM,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.4,,57.0,"1679 Carling Avenue Unit E, Ottawa",45.3797606,-75.75023259999998,11.0,11.0,11.0,11.0,11.0,11.0,11.0,77.0,Open
Markie's Montreal Smoked Meat,ChIJW11Ff8AHzkwRgwpvuCPLw8w,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0,,2.0,"1679 Carling Avenue Unit E, Ottawa",45.3797627,-75.7502537,11.0,11.0,11.0,11.0,11.0,11.0,11.0,77.0,Open
Babi's Restaurant,ChIJqYDOSLkGzkwRduwd29zGxEc,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.7,,29.0,"21 Nadolny Sachs, Ottawa",45.3759121,-75.7518795,7.0,7.0,7.0,7.0,0.0,0.0,0.0,28.0,Open
Divisoria Market,ChIJAUMIubsGzkwRcZ7r6Ik6eCA,"['grocery_or_supermarket', 'finance', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",4.6,,18.0,"1743 Carling Avenue, Ottawa",45.3782045,-75.75268899999998,0.0,7.0,8.0,8.0,8.0,8.0,7.0,46.0,Open
McDonald's,ChIJBQ9Q1rkGzkwRwafrGtZ0uOc,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",3.5,1.0,1507.0,"1880 Carling Avenue, Ottawa",45.3752254,-75.7583884,24.0,24.0,24.0,24.0,24.0,24.0,24.0,168.0,Open
Alaa alden bakery معجنات علاء الدين,ChIJxXmjDg0HzkwR1oBQ-GGFEqA,"['restaurant', 'food', 'point_of_interest', 'establishment']",5.0,,6.0,"770 Broadview Avenue, Ottawa",45.3777242,-75.7550287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closed
Adam's Apple Cafe,ChIJpxX7yc8HzkwRPpsHZoh0Bco,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.0,,1.0,"411 Dovercourt Avenue, Ottawa",45.3834671,-75.7528791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closed
Thyme & Again,ChIJpSrKfesHzkwRz65ilZOeIzc,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.7,,16.0,Ottawa,45.37724679999999,-75.7563376,11.0,11.0,11.0,11.0,11.0,9.0,7.0,71.0,Open
BUKHARI RESTAURANT,ChIJLScRrUIHzkwRRwN4uxP3olM,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.7,,104.0,"1846 Carling Avenue, Ottawa",45.3757929,-75.75680899999998,9.0,9.0,9.0,9.0,9.0,9.0,9.0,63.0,Open
Local Heroes,ChIJ9f2T7foGzkwRR2uIdjRM5dQ,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.2,1.0,589.0,"1400 Clyde Avenue, Nepean",45.35875720000001,-75.73924179999999,19.0,19.0,19.0,19.0,19.0,18.0,18.0,131.0,Open
Denny's,ChIJuT67vfoGzkwRhAiAcGQLBvM,"['restaurant', 'food', 'point_of_interest', 'establishment']",4.1,2.0,1627.0,"1380 Clyde Avenue, Nepean",45.3596419,-75.73934539999998,24.0,24.0,24.0,24.0,24.0,24.0,24.0,168.0,Open
